ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Beat,District
11635519,JC200696,03/26/2019 03:00:00 PM,008XX W WRIGHTWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1935,019
11637774,JC202991,03/27/2019 08:35:00 PM,009XX N Hoyne Ave,0810,THEFT,OVER $500,APARTMENT,1212,012
11643827,JC209920,03/07/2019 09:15:00 AM,008XX N FRANCISCO AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,1211,012
11638787,JC204327,03/28/2019 04:00:00 PM,036XX N SOUTHPORT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,PARKING LOT/GARAGE(NON.RESID.),1923,019
11644833,JC211938,03/29/2019 07:00:00 PM,052XX W CRYSTAL ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2532,025
11643826,JC209764,03/29/2019 11:30:00 AM,0000X W RANDOLPH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESTAURANT,0111,001
11641644,JC207234,03/31/2019 09:30:00 AM,005XX N ogden ave,0890,THEFT,FROM BUILDING,RESTAURANT,1215,012
11641640,JC207466,03/31/2019 12:30:00 PM,037XX W Ogden Ave,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,1014,010
11647702,JC214957,02/23/2019 11:00:00 PM,0000X E 75TH ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,0623,006
11642696,JC209087,04/01/2019 12:00:00 AM,021XX W Crystal St,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,1424,014
11644829,JC211523,04/01/2019 03:00:00 PM,005XX W ARLINGTON PL,0890,THEFT,FROM BUILDING,APARTMENT,1935,019
11642705,JC208563,04/01/2019 08:25:00 PM,026XX N DAYTON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,1935,019
11642699,JC209083,04/02/2019 11:44:00 AM,016XX W LUNT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,2423,024
11648807,JC216267,04/01/2019 11:00:00 AM,057XX S KIMBARK AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0235,002
11643816,JC209931,04/03/2019 09:15:00 AM,079XX S LANGLEY AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,0624,006
11649963,JC217297,02/25/2019 09:00:00 AM,009XX N Racine Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1213,012
11651121,JC219544,03/20/2019 08:01:00 AM,035XX S DR MARTIN LUTHER KING JR DR,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,0212,002
11651104,JC219502,03/23/2019 12:02:00 PM,030XX S PARNELL AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),0914,009
11651110,JC219498,04/01/2019 12:40:00 PM,105XX S GREEN BAY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,0432,004
11649989,JC218177,04/08/2019 01:20:00 PM,0000X N LA SALLE ST,0890,THEFT,FROM BUILDING,RESTAURANT,0122,001
11655258,JC224569,04/01/2019 05:30:00 PM,017XX W DIVISION ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1424,014
11649939,JC218092,04/08/2019 05:01:00 AM,023XX W ADAMS ST,0820,THEFT,$500 AND UNDER,STREET,1223,012
11645224,JC212415,04/05/2019 07:10:00 AM,001XX W IDA B WELLS DR,0810,THEFT,OVER $500,CTA TRAIN,0121,001
11648809,JC216002,04/05/2019 07:30:00 PM,105XX S EGGLESTON AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,2233,022
11647199,JC213690,04/05/2019 09:35:00 AM,023XX N LISTER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1432,014
11647703,JC214820,04/06/2019 03:40:00 PM,0000X S LA SALLE ST,0820,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,0122,001
11649982,JC218074,04/07/2019 10:00:00 PM,049XX W BELDEN AVE,0820,THEFT,$500 AND UNDER,STREET,2522,025
11652229,JC219246,04/09/2019 04:45:00 PM,0000X N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,0112,001
11608738,JC167227,02/25/2019 02:15:00 AM,008XX S Financial Pl,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,0123,001
11599748,JC156980,02/14/2019 11:55:00 PM,050XX N WINCHESTER AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,2032,020
11616249,JC177149,03/05/2019 09:00:00 AM,009XX W Montana St,0890,THEFT,FROM BUILDING,APARTMENT,1932,019
11627202,JC189780,03/11/2019 12:00:00 AM,012XX W OHIO ST,0810,THEFT,OVER $500,STREET,1215,012
11605789,JC164205,02/22/2019 05:10:00 PM,009XX W FULLERTON AVE,0870,THEFT,POCKET-PICKING,CTA TRAIN,1812,018
11610664,JC169595,02/26/2019 03:00:00 PM,077XX S LOOMIS BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0612,006
11554520,JC101539,01/01/2019 04:35:00 AM,014XX W SUPERIOR ST,0820,THEFT,$500 AND UNDER,STREET,1215,012
24378,JC113580,01/11/2019 10:30:00 PM,000XX E IDA B WELLS DR,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,0111,001
11554513,JC101543,01/01/2019 10:55:00 PM,038XX N OAKLEY AVE,0880,THEFT,PURSE-SNATCHING,STREET,1921,019
11554516,JC101396,01/01/2019 10:25:00 PM,063XX S Greenwood Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0314,003
11555671,JC102645,01/02/2019 01:30:00 PM,005XX N LAKE SHORE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1834,018
11560841,JC109642,01/03/2019 04:30:00 PM,016XX N DAMEN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1434,014
11574300,JC125364,01/12/2019 12:00:00 AM,0000X W ILLINOIS ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1831,018
11572563,JC123304,01/15/2019 03:00:00 PM,018XX N RUTHERFORD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,2513,025
11573352,JC124131,01/15/2019 12:00:00 AM,021XX N MAJOR AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,2515,025
11560837,JC108922,01/07/2019 05:30:00 PM,031XX N LINCOLN AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1932,019
11558588,JC107110,01/04/2019 01:20:00 PM,012XX N Marion Ct,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1424,014
11558590,JC107079,01/06/2019 03:00:00 AM,008XX W Newport Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,1924,019
11558592,JC107157,01/05/2019 02:25:00 PM,012XX W MELROSE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,1924,019
11560830,JC109150,01/08/2019 03:30:00 AM,028XX N Racine Ave,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,1933,019
11561850,JC110045,01/08/2019 11:40:00 AM,077XX S COLES AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0421,004
11561866,JC110049,01/08/2019 10:35:00 PM,025XX E 91ST ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0423,004
11561836,JC110470,01/09/2019 12:00:00 AM,001XX S LARAMIE AVE,0810,THEFT,OVER $500,DRIVEWAY - RESIDENTIAL,1533,015
11561870,JC110274,01/09/2019 10:45:00 AM,053XX N NEWCASTLE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,1613,016
11561843,JC110749,01/08/2019 11:00:00 PM,018XX N HUMBOLDT BLVD,0820,THEFT,$500 AND UNDER,RESIDENCE,1421,014
11563956,JC112480,01/04/2019 09:00:00 AM,017XX W SUNNYSIDE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1912,019
11563957,JC112591,01/10/2019 03:15:00 PM,056XX N MILWAUKEE AVE,0870,THEFT,POCKET-PICKING,SIDEWALK,1622,016
11563098,JC112376,01/10/2019 10:45:00 PM,049XX S DAN RYAN XPRS OB,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,0935,009
11563950,JC112486,01/11/2019 02:00:00 AM,001XX W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1831,018
11563955,JC112973,01/08/2019 05:26:00 PM,016XX N SHEFFIELD AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,1813,018
11568989,JC119284,01/01/2019 05:22:00 PM,013XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1433,014
11564897,JC113883,01/01/2019 10:45:00 PM,079XX S LOOMIS BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,ABANDONED BUILDING,0612,006
11566843,JC117071,01/04/2019 12:00:00 PM,004XX W HURON ST,0820,THEFT,$500 AND UNDER,APARTMENT,1831,018
11565707,JC115169,01/10/2019 06:30:00 PM,007XX N FRANKLIN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,1831,018
11568965,JC119276,01/07/2019 12:40:00 PM,013XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,1433,014
11565717,JC115667,01/02/2019 11:54:00 AM,017XX N ARTESIAN AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1434,014
11567880,JC118043,01/10/2019 12:00:00 AM,004XX N CLARK ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1831,018
11565727,JC115728,01/02/2019 03:00:00 PM,020XX W CRYSTAL ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1424,014
11566245,JC116371,01/14/2019 11:00:00 AM,001XX W IDA B WELLS DR,0810,THEFT,OVER $500,CTA TRAIN,0121,001
11567882,JC118222,01/12/2019 04:59:00 PM,049XX S ST LAWRENCE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,0223,002
11567897,JC118214,01/14/2019 06:50:00 AM,0000X W C1 ST,0870,THEFT,POCKET-PICKING,AIRCRAFT,1651,016
11570073,JC120307,01/16/2019 07:30:00 PM,024XX N Lawndale Ave,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,2524,025
11570082,JC120184,01/16/2019 04:45:00 PM,051XX S KIMBARK AVE,0820,THEFT,$500 AND UNDER,APARTMENT,0234,002
11571099,JC121115,01/17/2019 04:30:00 PM,011XX W ARGYLE ST,0810,THEFT,OVER $500,CTA TRAIN,2033,020
11579770,JC132761,01/14/2019 01:28:00 PM,052XX N SHERIDAN RD,0820,THEFT,$500 AND UNDER,APARTMENT,2023,020
11571840,JC122456,01/18/2019 11:25:00 AM,008XX W MONTROSE AVE,0890,THEFT,FROM BUILDING,RESIDENCE,1914,019
11576348,JC128020,01/16/2019 08:00:00 AM,018XX N HALSTED ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CONVENIENCE STORE,1813,018
11574296,JC125190,01/18/2019 06:30:00 PM,001XX S HALSTED ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,1232,012
11573350,JC124243,01/19/2019 03:28:00 PM,001XX W Adams St,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,SIDEWALK,0122,001
11571836,JC122756,01/19/2019 11:08:00 AM,0000X E MADISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,0112,001
11579750,JC132874,01/24/2019 06:30:00 AM,015XX W FARGO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,2422,024
11577274,JC128877,01/13/2019 06:30:00 PM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,1651,016
11575291,JC127032,01/23/2019 01:42:00 PM,001XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,0123,001
11572692,JC123944,01/20/2019 09:00:00 PM,001XX W IDA B WELLS DR,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,0121,001
11572685,JC123958,01/20/2019 09:00:00 PM,001XX W IDA B WELLS DR,0870,THEFT,POCKET-PICKING,CTA TRAIN,0121,001
11573349,JC124122,01/20/2019 12:40:00 AM,033XX N HALSTED ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,1924,019
11576331,JC128097,01/21/2019 02:27:00 PM,030XX N SEMINARY AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1933,019
11574293,JC125096,01/21/2019 12:55:00 AM,040XX N CAMPBELL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1911,019
11575298,JC126704,01/21/2019 01:54:00 PM,037XX N KENMORE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,1923,019
11576350,JC128048,01/23/2019 10:41:00 AM,002XX W GOETHE ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1821,018
11580751,JC133261,01/22/2019 05:00:00 PM,008XX N Michigan Ave,0810,THEFT,OVER $500,DEPARTMENT STORE,1833,018
11576337,JC127603,01/23/2019 05:35:00 PM,014XX N MILWAUKEE AVE,0890,THEFT,FROM BUILDING,OTHER,1424,014
11577282,JC129399,01/24/2019 08:00:00 PM,006XX S STATE ST,0810,THEFT,OVER $500,COLLEGE/UNIVERSITY GROUNDS,0123,001
11581376,JC134520,01/16/2019 07:00:00 PM,030XX N HALSTED ST,0810,THEFT,OVER $500,MEDICAL/DENTAL OFFICE,1933,019
11578877,JC131727,01/25/2019 04:05:00 PM,021XX W DICKENS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1432,014
11579778,JC132797,01/26/2019 12:00:00 PM,002XX W 87TH ST,0810,THEFT,OVER $500,MOVIE HOUSE/THEATER,0622,006
11593764,JC149434,02/10/2019 01:00:00 AM,014XX W LAKE ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1224,012
11578872,JC131708,01/27/2019 02:50:00 PM,019XX W BLOOMINGDALE AVE,0560,ASSAULT,SIMPLE,STREET,1434,014
11580742,JC134145,01/28/2019 06:35:00 PM,008XX W ADAMS ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,1232,012
11585705,JC140113,01/24/2019 05:15:00 PM,016XX W DIVISION ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CTA TRAIN,1424,014
11582036,JC135035,01/29/2019 03:55:00 PM,031XX W 85TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BAR OR TAVERN,0835,008
11585720,JC140021,01/17/2019 06:10:00 PM,006XX W WEBSTER AVE,0810,THEFT,OVER $500,OTHER COMMERCIAL TRANSPORTATION,1812,018
11581380,JC134637,01/30/2019 01:10:00 PM,015XX N WICKER PARK AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,1424,014
11586835,JC140955,01/25/2019 03:00:00 PM,020XX W CHURCHILL ST,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1434,014
11586828,JC140952,01/26/2019 12:00:00 AM,016XX W FARWELL AVE,0890,THEFT,FROM BUILDING,APARTMENT,2431,024
11582040,JC135419,01/31/2019 01:15:00 PM,054XX S ARCHER AVE,0860,THEFT,RETAIL THEFT,MEDICAL/DENTAL OFFICE,0814,008
11582041,JC135657,01/31/2019 02:00:00 AM,015XX W PRATT BLVD,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,2432,024
11584603,JC138982,02/01/2019 01:30:00 AM,054XX N Kenmore Ave,0890,THEFT,FROM BUILDING,CHA HALLWAY/STAIRWELL/ELEVATOR,2023,020
11582831,JC136047,02/01/2019 06:15:00 AM,024XX W WALTON ST,0890,THEFT,FROM BUILDING,APARTMENT,1212,012
11585702,JC140058,02/01/2019 05:00:00 PM,0000X S STATE ST,0820,THEFT,$500 AND UNDER,STREET,0112,001
11587828,JC142757,02/05/2019 05:43:00 PM,028XX N BURLING ST,0890,THEFT,FROM BUILDING,APARTMENT,1934,019
11584591,JC138965,02/02/2019 02:07:00 PM,004XX E 48th pl,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0223,002
11585735,JC140321,02/02/2019 11:00:00 AM,005XX N STATE ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),1831,018
11587825,JC142446,02/03/2019 08:10:00 PM,071XX W 58TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,0811,008
11588928,JC143777,02/03/2019 03:25:00 PM,090XX S NORMAL AVE,0890,THEFT,FROM BUILDING,RESIDENCE,2223,022
11585725,JC139670,02/03/2019 01:00:00 AM,033XX N HALSTED ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,1924,019
11586813,JC141606,02/04/2019 08:20:00 PM,038XX W 77TH PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,0833,008
11587820,JC142648,02/05/2019 05:10:00 PM,002XX W LAKE ST,0890,THEFT,FROM BUILDING,RESTAURANT,0122,001
11592822,JC148556,01/19/2019 01:50:00 PM,011XX S DELANO CT W,0820,THEFT,$500 AND UNDER,OTHER,0123,001
11586545,JC141109,02/05/2019 08:00:00 AM,023XX N ELSTON AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,1432,014
11588982,JC143855,02/06/2019 08:30:00 PM,045XX N LINCOLN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),1911,019
11584622,JC139041,02/02/2019 09:45:00 PM,029XX N WESTERN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,1432,014
11588980,JC143727,02/07/2019 09:30:00 AM,002XX S STATE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,0113,001
11595962,JC151756,02/08/2019 11:00:00 PM,005XX N STATE ST,0810,THEFT,OVER $500,CTA TRAIN,1834,018
11593771,JC149680,02/08/2019 11:45:00 AM,060XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,APARTMENT,2433,024
11594873,JC150541,02/08/2019 07:45:00 AM,008XX W LILL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1935,019
11592841,JC148711,02/09/2019 07:40:00 PM,050XX N Kenmore Ave,0890,THEFT,FROM BUILDING,APARTMENT,2024,020
11594868,JC151137,02/13/2019 01:25:00 PM,007XX S SPRINGFIELD AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1133,011
11596946,JC153321,02/06/2019 08:40:00 AM,027XX N ST LOUIS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1412,014
11591835,JC147577,02/09/2019 02:00:00 AM,004XX N CLARK ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1831,018
11591845,JC147187,02/10/2019 03:30:00 AM,0000X W HUBBARD ST,0890,THEFT,FROM BUILDING,OTHER,1831,018
11599755,JC156524,02/06/2019 03:00:00 PM,040XX N SPRINGFIELD AVE,0810,THEFT,OVER $500,RESIDENCE,1723,017
11592829,JC148299,02/11/2019 07:10:00 AM,005XX W 61ST PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0711,007
11593787,JC149876,02/12/2019 10:00:00 AM,039XX N HAMILTON AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1921,019
11594851,JC151127,02/12/2019 02:30:00 PM,001XX W LAKE ST,0870,THEFT,POCKET-PICKING,CTA TRAIN,0122,001
11599750,JC157344,02/12/2019 01:00:00 AM,002XX W RANDOLPH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,0122,001
11597922,JC154792,02/12/2019 03:00:00 PM,046XX S DREXEL BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0222,002
11593792,JC149687,02/12/2019 01:30:00 PM,025XX N Kimball Ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1413,014
11599764,JC156551,02/04/2019 06:30:00 PM,093XX S ASHLAND AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),2221,022
11597919,JC155061,02/13/2019 04:30:00 PM,019XX N MILWAUKEE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,1434,014
11594871,JC151201,02/13/2019 12:15:00 PM,004XX E 89TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0633,006
11595965,JC152061,02/13/2019 06:00:00 PM,011XX S DELANO CT E,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,0123,001
11595953,JC152716,02/14/2019 01:03:00 PM,021XX N RACINE AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),1811,018
11596950,JC153126,02/14/2019 04:15:00 PM,0000X E Wacker Dr,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,0111,001
11597913,JC154592,02/14/2019 04:17:00 PM,026XX W WINNEMAC AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,2031,020
11601916,JC158978,02/06/2019 06:35:00 AM,018XX N ST LOUIS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,1422,014
11599749,JC157288,02/15/2019 11:00:00 AM,051XX S Dorchester Ave,0810,THEFT,OVER $500,APARTMENT,0234,002
11599761,JC156515,02/15/2019 07:00:00 PM,025XX W ADDISON ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,1921,019
11597914,JC154787,02/15/2019 08:25:00 PM,028XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1934,019
11600850,JC157692,02/18/2019 06:35:00 PM,033XX N HALSTED ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,1924,019
11600848,JC157949,02/15/2019 03:05:00 PM,002XX W WASHINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,0122,001
11600835,JC158371,02/18/2019 10:30:00 AM,006XX W Sheridan Rd,0890,THEFT,FROM BUILDING,APARTMENT,1925,019
11598833,JC155761,02/15/2019 04:05:00 PM,020XX N HALSTED ST,0810,THEFT,OVER $500,SIDEWALK,1812,018
11599775,JC156712,02/17/2019 04:25:00 PM,001XX W LAKE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,0122,001
11611546,JC171177,02/25/2019 12:30:00 PM,048XX N CENTRAL AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1623,016
11604041,JC161835,02/09/2019 01:10:00 PM,009XX W Dakin St,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1923,019
11599762,JC156527,02/17/2019 02:50:00 AM,0000X W HUBBARD ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,1831,018
11605781,JC164166,01/24/2019 03:18:00 PM,048XX N TROY ST,0890,THEFT,FROM BUILDING,OTHER,1713,017
11604050,JC161905,02/18/2019 02:05:00 PM,109XX S LOWE AVE,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,2233,022
11601906,JC159528,02/18/2019 02:40:00 PM,001XX N DEARBORN ST,0810,THEFT,OVER $500,CTA TRAIN,0111,001
11601907,JC159546,02/18/2019 04:20:00 PM,009XX N HOYNE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,1212,012
11601933,JC159149,02/19/2019 05:24:00 PM,085XX S University Ave,0810,THEFT,OVER $500,RESIDENCE,0412,004
11601902,JC159162,02/19/2019 07:50:00 PM,013XX W Belmont Ave,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CONVENIENCE STORE,1924,019
11602907,JC160912,02/19/2019 12:27:00 PM,055XX S SAYRE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,0811,008
11607835,JC166643,02/13/2019 03:45:00 PM,029XX N Hoyne Ave,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1931,019
11602705,JC160764,02/20/2019 08:30:00 PM,009XX W EASTMAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,1822,018
11604031,JC162109,02/21/2019 09:00:00 PM,030XX N Sheridan Rd,0820,THEFT,$500 AND UNDER,PARK PROPERTY,1934,019
11606720,JC165256,02/21/2019 12:30:00 AM,0000X W ONTARIO ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,1832,018
11604039,JC161899,02/21/2019 07:15:00 PM,002XX N LA SALLE ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,0122,001
11604029,JC161851,02/21/2019 04:22:00 PM,008XX S WELLS ST,0890,THEFT,FROM BUILDING,APARTMENT,0123,001
11604026,JC162032,02/22/2019 01:52:00 PM,026XX N ST LOUIS AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,1412,014
11606707,JC165261,02/22/2019 05:30:00 PM,0000X E erie st,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,1834,018
11609811,JC168854,02/17/2019 01:00:00 AM,023XX W HARRISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE-GARAGE,1225,012
11610667,JC170058,02/13/2019 09:00:00 AM,0000X E ROOSEVELT RD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,0123,001
11606741,JC165577,02/25/2019 05:25:00 PM,047XX N WINCHESTER AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,1912,019
11610688,JC170056,02/22/2019 03:13:00 PM,042XX N Broadway,0890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),1915,019
11606751,JC165471,02/23/2019 03:30:00 AM,064XX N CLARK ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,2432,024
11605776,JC164503,02/24/2019 02:00:00 AM,009XX W FULLERTON AVE,0810,THEFT,OVER $500,CTA TRAIN,1812,018
11611552,JC171156,01/20/2019 09:00:00 AM,004XX W DIVISION ST,0890,THEFT,FROM BUILDING,RESIDENCE,1823,018
11606743,JC164854,02/24/2019 06:30:00 PM,006XX W DIVERSEY PKWY,0810,THEFT,OVER $500,RESTAURANT,1935,019
11606714,JC165315,02/25/2019 07:15:00 AM,002XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,0113,001
11608742,JC167873,02/26/2019 09:00:00 PM,015XX W OHIO ST,0820,THEFT,$500 AND UNDER,APARTMENT,1215,012
11607824,JC166748,02/26/2019 11:30:00 AM,009XX N Racine Ave,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,1213,012
11613278,JC173542,02/23/2019 03:35:00 PM,020XX N BISSELL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,1812,018
